text,label,notes,source_post
"
Idk if this is just rage bait or a karma-farming post now that the IPL is almost over. But if you want to watch top-class cricket with players giving their best, you need them to be passionate. Without passion u wont enjoy them as well. Otherwise, you might be better off simply watching the CCL.",analysis,,
"
""played for the fun of it without emotion"" sports, competition is always full of passion and emotions.

Also, this is a bigger platform than even international test matches if you look at the weightage of the sheer number of eyeballs it grabs.  Steve Smith cried crocodile tears after sanding the ball, that's the kind of scum he is.

If you think winning these titles does not matter, then you are mistaken. Ppl hail dhoni as goated captain because of his icc trophy and ipl trophy legacy.

Infact, his ipl trophy legacy covered up his overseas test failure as a captain. That's how much it matters to viewers and players.",reaction,,
"
Bruh I just gave an opinion and its ONLY the rcb fans getting so insecure bruh. I didnt even mention any team yet its always them barking",hot_take,,
"
Ipl should have an all star charity game at some point. Maybe in the middle of the season or something with the best team at that point vs the all starz team(best players from remaining). Kinda like how they did it in galactik football cartoon.",analysis,,Made best XI this season (my opinion)
"
That would be so fun and dope just fans sitting down and enjoy the game without the worry for points nrr or trophy just pure cricket with no bickering for once",hot_take,,
"
You guys know that Abhishek hasn't done too badly scoring over 550 runs with a strike rate of more than 200. Abhishek over Kohli for me. Maybe Rabada over Shiraj. Rahul, Gill, Kohli, Patidar, and Iyer will have to fight for a position in my team",hot_take,,
"200 + runs and 10+ wks and clutch factor in an era where allrounders are dying,i saw kp is up there",reaction,,
"
He is at 96th on this IPL MVP list lol. Not that he isnt good (he is obviously great), but there is no logic in picking him in this XI. Even on impact/match, he is ranked 84th.",hot_take,,
"
This team doesnt need impact player, if they need a extra batter to finish, ashutosh is a good option and NKR for bowling option but imo overton is suited but 4 overseas slot already filled",analysis,,
"
I love Kohli but putting him above players like Abhishek and Gill? Gill has more runs at nearly the same strike rate while playing a game less while Abhishek has similar runs but at a much higher strike rate. Heck I’d even put KL above Kohli this year for scoring nearly the same no of runs in fewer matches and at a higher SR while carrying an absolute shit franchise",analysis,,
This playoffs system was for past 15 years right why I am seeing so many posts this year only,analysis,,
Why we are seeing such posts this year only lmao? I guess when certain teams were finishing at 1/2 back in the days nobody had problem,analysis,,
"And with exactly same logic Bengaluru has hosted finals (2014, 2016) of IPL infect played finals (2016) at home Chinnaswamy despite earning nothing to play finals at home then.

Then why suddenly asking question this year only- ""it's unfair to move finals at Ahmedabad!""

Nobody asked a single question back then! Hypocrisy at its very best 🤷",analysis,,
"
Johan-Liebert7
•
25d ago
Its not about finals not being hosted at Bengaluru its more about why always Ahmedabad? We have other iconic stadiums like eden , wankhede, uppal, chepauk why not them? That’s the bigger issue Ahmedabad gets final every year its so damn annoying",analysis,,
"
Australia has always hosted even smallest of the important finals in MCG since AGES! Biggest stadium in the country (in the world until NaMo)

They've never asked why always MCG when they can host finals at their historic venues such as in Adelaide, Sydney, and at Brisbane GABBA!

In BBL Only twice in 15 years previous year's champions hosted the finals else they predominantly play finals at Perth (earlier WACA now Optus). Optus is second largest stadium in Australia!!

Sri lanka has always hosted tournament finals in Colombo! They also have freaking iconic stadiums like Galle, and Kandy! Colombo is biggest stadium in Sri Lanka!

South Africa held all the major finals in Johanesburg which is their largest stadium!

Evrything is for a reason.

Nobody dare ask anything to world cricket and the way it's being played since years and shaming your own country?!!

Hypocrisy at its absolute best 👏👏👏

(I dare anyone argue here with logic, facts and stats and not hatred)",analysis,,
Nah it's fine you need to give benifits to top 2 ...since we don't have any traditional league toppers trophy ,analysis,,
"That's what finishing in Top 2 makes interesting! If teams finishing at 3-4 are getting enough rest between matches then what's point of finishing in Top 2 just that winning team gets to play final and loser gets one more chance??

Even this 3 venue Playoffs makes it difficult for team loosing Q1 which even they have to travel for 2 continuous matches if they manages to win Q2!


",analysis,,
"
Bro you’re talking about a literal 0.171 NRR difference between 2 and 3 and a 0.259 NRR difference between 1 and 3. You don’t need to accomplish significantly more than 3 and 4 to come in the top 2.For such small gaps, getting a second shot at the final and going straight to the final are already such substantial advantages.

Moreover, 3 and 4 have to play 3 do-or-die games straight in just 5 days while traveling. Even the Q1 loser gets 2 rest days while the eliminator winner gets just 1. Having Q2 at Mullanpur is just a way to slightly reduce the travel and strain for the team that actually won their game but you have a problem with that too.Bro you’re talking about a literal 0.171 NRR difference between 2 and 3 and a 0.259 NRR difference between 1 and 3. You don’t need to accomplish significantly more than 3 and 4 to come in the top 2.For such small gaps, getting a second shot at the final and going straight to the final are already such substantial advantages.

Moreover, 3 and 4 have to play 3 do-or-die games straight in just 5 days while traveling. Even the Q1 loser gets 2 rest days while the eliminator winner gets just 1. Having Q2 at Mullanpur is just a way to slightly reduce the travel and strain for the team that actually won their game but you have a problem with that too. show of",analysis,,
"
Cuz top 2 gets 2 chances to go to the final already😂! They already have that advantage.

Why you making it extra harder for 3/4 team from taking away even extra day of rest. It's crazy, makes it so much harder than just harder.",analysis,,
"
Because difference between 1st and fourth team can be even more than 10 points so it is right to give them massive advantage , like imagine 1st team having 24 points , 4th team with 14 points but the 4th one winning just due to a lucky day",analysis,,
"
100% I mean playing a game and then travelling and practicing on a new pitch and environment. Team winning qualifier 1 has huge advantages I think it should be atleast 3 days",analysis,,
"I understand that there will be all kinds of trolls and abuse that one can use for a certain team (like 49 is used for rcb). Now if it was something related to what srh had done on the field, I would understand. But I still can't wrap my head around the fact that we are the only team who are called pakistanis when it was something which was done by our owners in a foreign league. That is their business, what can the team do about it? And if you still wanted to call us pakistanis, there are other franchises who have pakistani players in their overseas teams. But they are never called pakistanis? Anyways, this is just my 2 cents. What do y'all think?",analysis,,
"
Not saying that I support the ""Pakistani"" thing. But, you're talking about how y'all have to deal with this considering the owners did it yeah?. In CSK's case, the whole 2016-17 thing happened cuz of the owners family member So, this is not new. CSK fans just deal with it cuz what happened happened. So, just deal with it and let your performance speak (it did not happen today 😭).",analysis,,
"
Both RR and CSK owners did the betting(not fixing) as result both teams got banned, but mostly CSK team is called fixers by other teams. Umpires have given questionable decisions in favour of other teams as well, but on MI is asociated with umpire being their 12th player. LSG team is hated only because of Goenka.",analysis,,
"My 2 cents, you are okay with humiliating other teams. But, when it comes to yours, there is certain terms and conditions in which way you need to get humiliated so you don't get hurt! Honestly, I never hate watched a match as much as this season. Amount of hate RCB and CSK got in SRH sub is insane (Say what owning them?) and top of that those over confidence silenting players teams. Man, sometimes those people deserve some (not everyone especially those humiliates other team fans. Well, I don't draw boundaries when they are not)",analysis,,
"
This whole discussions are pointless period. Just agree that every franchise has toxic, lockdown fans (sometimes also disguising as one from the rival fanbase to ruin their reputation) so stop wasting all of our energy on them and focus on something that you can control

I personally have a lot of respect to SRH for the brand of cricket they played in the second half of the szn, its just game that one bad day in knockout and its the dead end for this year cheers guys 🍻",hot_take,,
"
RCB gets called murderers for a tragedy caused by the government's negligence, including fans of your team (especially that adha nanga cover wala gymbro). I ain't calling your team Pakistani, but I ain't gonna show any sympathy either.",hot_take,,
"
So we're all gonna blatantly accept the brain washing that's going on to literally hate hardworking athletes who have no bad records, but just because they're from an enemy country politically 🤡 Would you be ok to be called a terrorist by a Pakistani even though you're innocent?",analysis,,
"I'm not a Great Dhoni fan but I feel that, if this guy played against csk having MS as captain then dhoni would have definitely come up with a plan

Just like his straight fielder to pollard and giving Ashwin to bowl Chris Gayle etc etc like that...

Like those tactics I'm looking for from today's captains.. If you can't figure him out then he's gonna rattle every team.

Even on his worst day, he's leaving for the pavilion with 200SR and atleast a six!

NO WAY I'M JEALOUSY OF THIS INDIAN PRIDE, I'M SO PROUD THAT WE'VE GOT THIS GUY PLAY FOR OUR INDIA... It's just am questioning the captains tactics regarding him!",analysis,,
"
Ask CSK Durandhar deepak chahar😇who got him out twice when we faced him even in last season

jokes aside Vaibhav updated himself i followed his recent stints closely

With matches against u19 pak kids he used to throw his wk sometimes out of ego trying to take them

But this season he is respecting good balls and analysing opposition bowlers and field placements

Today he said "" the shot which he got out was bcoz he played straight after looking at the fielder at 3rd point ,he said he would have cleared it if he hitted in the area which he intended""

So he is not at all a blind slogger kid had the clarity about the stuff he is doing

His double bat swing is insane which generates him huge power

So any team looking to contain him won't Succeeds Bcoz he hitted 400 runs with sixes alone so he will make you pay for it later even if he is 10 of 20

So you need to deceive him with good slower balls or with good yorkers if you even missed your length by a inch he will make sure you pay for it",analysis,,
"
No deepak chahar was not a mid player and shardul also not a mid player

Shardul still picking wks even for Mi but he will leak runs so he need a setup where other bowlers won't be expensive which Mi ain't

And Deepak chahar was one of the highest wk taker in PP in ipl

But too many injuries his pace got decreased now he bowls at turtle pace

And yeah in CSK somehow many average players turned out to be gold

Don't know is it luck or bcoz of the team environment mostly team environment...",analysis,,
"
Was checking some stats. How good was Shaun Marsh? He has scored 1000 runs in just 21 innings!! Vaibhav played his 22nd innings today. But on runs by balls faced, he has a real chance to get to 1000 by breaking Russell's record. Russell has done it in 545 balls. Vaibhav is currently at 932 from 402 balls",analysis,,
"
Get a quick bowler 145+ 150+ even better Bowl at his legs he has a high bat lift he doesnt get down fast , same thing happend w kyle jameson Bowl 3 quick ball at his legs at the yorker region or low full toss Then do one slow wide yorker he will swing at it
You may miss ur length and get hit but u can get hit for 16 and take his wicket instead Something that should work on paper and yeah",analysis,,
"
While a low full toss is a bit different from normal ones , a bounces angling in the body has more chances to go wrong and get hit for a six because of his bat lift We can see he pull the ball really well he struggles with what comes at him",analysis,,
"
Man U are really underestimating Gayle He is the only player to have triple century in test double century in odi and century in t20i Most sixes in tests (98) Gayle was the same man across formats will Vaibhav be the same we never know it’s too early


",analysis,,
"
I think alot of teams try a plan, but dont stick to it, and keep changing it again and again. Hes very good no doubt, but he does have weakness.  Plus when he plays on international pitches, it will be exposed more often and will be easier to stop him. Nebertheless, exceptional talent",hot_take,,
"
You cannot get him out with his weaknesses at this moment, only way out is to make his strength as his weakness.

His game is all about reflexes. He has probably one of the best hand-eye coordination in the game right now and that comes through the combination of immense practice + young age + high mental focus + insane self belief.

You cannot change anything in his practice or age or self belief at the moment, the only thing you can disrupt is his focus.

Right now, he gets extremely frustrated if he doesn't meet his own standards. He hates if he underperforms. This is his weakness, which comes from his strength i.e., performance every game.

The only way to make him lose focus is to just keep bowling those yorkers and cut his runs and frustrate him with lack of boundaries. He'll try doing something that's not his natural game and that's where you'll find opportunities to get him out.",analysis,,
"Full toss is never a stratagy, even pure bowlers can hit sixes on full tosses. But this guy strike rate of full tosses is low. But if he realise they are using full tosses as strtaegy then its over for opposition.",analysis,,
"
He has a high bat lift and has low SR against on stump balls. So he could be taken down that way. Jameison did it. Hope he works on that like how Kohli worked on his 5th Stump outswinger problem.",analysis,,
"
He loves pace 130-140 so either go higher close to 150 kmph balls hitting yorkers and head high bouncers or bowler slower yorkers hitting legpads,, good swinging balls troubles him chahar,Bhuvi.

We need to see how he plays against good spinners once powerplay ends since there are 5 fielders outside he should play really cautious that might get him out.",analysis,,
"
Time for some more board exams. That's the only way to stop Vaibhav at this point. With this small boundaries and the newer bats and that hell of a bat swing and God's gift of biomechanics of naturally large shoulders and long arms, there is no way to defend against him. Unless there is something happening in the pitch.",analysis,,
"
They bowl to him like 15 year old, he hits them like a fokking 20-30 years old. That's why no one has been able to ""stop"" him. Simple.",analysis,,
"
I saw a kevin peterson video ft him where he missed some balls which where balled in to wide yorker by the bowling machines. So if bowlers think and ball accordingly mixing wide yorkers and yorkers. Also the type of ball Archer balled yesterday to Abhishek sharma can cook him. For for his age What a player. Generational Talent. I could lift a proper cricket bat at that age lol",analysis,,
"
Dhoni sort of did figure out though,
CSK under MS in 2025 got Vaibhav out after 50 if i am not wrong

Jadeja-Ashwin combo struck ig

BUT NEVERTHELESS,
the kid is a SPECIAL MADLAD",analysis,,
"He could be the first to score 500 in international test matches ,first to score 200 in T20s and 300 even 400 in odis",hot_take,,
"
Different ball game when it's in England or SA or Australia. With 2 world class bowlers at you from both ends. And the ball doing the talking.

These are flat pitches.

He's a serious talent and should be nurtured and need to be fastracked to indian side no doubt.

But they will eventually find a weakness and exploit but he is good enough to overcome the weakness.

We have seen greats like virat found out as well. But he came back stronger. So yeah let's go",analysis,,
"
If my argument is wrong then please do correct me. What about short of good lenght slightly outside off stump or around the wicket and good lenght outside off with 2 fielders in off side?

In 1st 2 overs with whatever asisitance you have with the new balls why dont sides try that? What am I missing?

I was sad when Srh only plan was to bowl yorkers with new balls",analysis,,
"
I think 140kph+ shoulder height bouncer angling into the body forces him to pull on the leg side but that goes hight up in the air and he gets caught. Seen him getting out like this a few times. But if ball line or length is even a little away from the body then it's a six.",analysis,,
"
Bowlers will have to accept that they will be hit for 10-15 runs before they get his wicket. Shouldn't matter if he gets in you in the first 3-4 balls, important to get his wicket immediately after. Set him up, then change of pace, execute a good yorker-length ball or into the wicket slower.",analysis,,
"
Only some swing & seam movement can trouble him! But then it will trouble even the best in the world. So if he manages to survive the initial few balls then he can take down the best in the world. I'm looking forward to see him face rabada tomorrow and then bhuvi in the final if RR get there. Those guys might trouble him. Bhuvi will definitely have a plan against him. Whether it works or not remains to be seen.

Also it's noticeable that whenever he has a failure in a game he gets a good score in the next. So if he fails in the next game and RR manage to get to the finals, then RCB watch out!!",analysis,,
"
The set going to be done should also be picked like players

Like there should be a draw to pick which of Bat 1, Alr 1, Pace 1, Spin 1, WK 1 will come first so its not unfair on bowlers who get less money",analysis,,
"
5th overseas should be allowed but the 5th player has to be from associate nation. (Zim, Ire, Ned etc). It's unfair for those players who hardly get chance to showcase their skills at high level to be competing against elites from top nations for limited slots. This would give more chances to players like Blessing Muzarabani, and would make league slightly more interesting with more diverse playing styles and maybe fans from those nations as well.",hot_take,,
"But not in WTC. And that means they hardly play tests. I should've said smaller nations (cricket-wise) perhaps. Afganistan can be included in that list as well, but they made it to semis in T20WC24 and their players will easily dominate other small nations in Indian conditions. So excluded them.",hot_take,,
"No need. I don't mean this badly but this is the Indian Premier League. Having an extra overseas player takes the spot away from an Indian talent who could play. It's not IPL's motive to develop or give exposure cricketers from associate nations, that's for ICC. If a player is good enough or has potential, let IPL teams scout them and give opportunities in place of an existing international player",analysis,,
"
Increasing overseas players from 4 to 5 along with impact player rule will just make things a lot more worse for bowlers on flat pitches I feel",analysis,,
"International quality has dropped considerably in the t20 format. India just bulldozed its way to 2 t20 wcs and no team even comes close to that 11 let alone the uncapped players trying to prove themselves. Increasing the number of international players per team is of no use from an entertainment standpoint


",analysis,,
"
Whatever stupid rule they used to retain Dhoni, such kinda nonsense should not be allowed and tolerated. I can almost see same nonsense happen with MI and RCB to retain Kohli/Rohit in the future.

These player based clubs and their fans already show enough toxicity, we dont need that anymore.",analysis,,
"Stop the pre auction trading. The Hardik-Green deal and now the Samson-Jadeja-Curran deal are examples. Sure, franchises get what they want but why not put the players in the auction and have all the interested teams get a fair chance? If this continues many high profile players would miss the auctions and get directly traded.",analysis,,
"
The value of a player isn’t decided in an ideal way.

Which one do you trust - Player X going into an auction, with 3-4 teams bidding on him and getting him for say 20cr, or a player trade which doesn’t really give us his actual value for the contract. And as I already said, every team should have a fair chance to bid for a player. A trade eliminates that option. Just my view.

Trades work in football leagues because their setup works on a different type of contracts, not entirely like IPL auctions.",analysis,,
"upto 6 retentions like last time but no limit of uncapped players and overseas players plus if a team retains only 1-2 players rest slots should be RTM Uncapped player cap should increase to 6 cr 1st retention should be 21cr 2nd 18 3rd 14 4th 11 5&6 8 each if capped

Squad number should increase from 25-30 with 10 overseas players",analysis,,
"
Follow the NBA model for the salary caps. Don't set the some arbitrary round figure as a cap. Cap should be calculated according to the revenue streams. And instead of strictly restricting teams from spending above this cap, make them pay heavy penalties when they cross the cap.",analysis,,
"
Remove the review for wides and no balls rule. Instead, wides and noballs should be automatically checked by the third umpire regardless of the standing umpire's call, and the decision should be overturned then and there",analysis,,
"Like how we have the rule of foreign players, why not have a rule on the number of uncapped who make it to the 12? If exposure of Indian cricketers is needed, make that 1 or 2, which have to be filled, so that the grassroot level players also get a chance to soak in the experience and pressure of a game.


",hot_take,,
"
Allow 8 RTMs.. from which teams can retain any number of players before auction and rest will be used as RTMs in the auction. This would allow players to test their market price and if they want to get retained, they can be retained as well.",analysis,,
"
Vaibhav was looking fine there , not struggling as much as I thought he would, he just played a completely unnecessary shot , it was his mistake.",analysis,,
"That's not how odi is played...sooryavanshi is definitely a good hitter...but most importantly ODIs and tests requires strike rotation, patience and maturity.",analysis,,
"
I don't think the Kohli blueprint will ever be matched

Yes, in the past, we had players like ABD and Dhoni who were great at running between the wickets

but no one can manipulate a field to take easy singles quite like Kohli can. He will barely hit 4 or 5 boundaries but he will have already made a 50 at 90-100 SR. That is his bread and butter since 2016

This new version of Kohli is one of the scariest ODI batters ever in my opinion, on the level of Viv Richards. He retains his incredible strike rotating skills but will also jump at you and hit you for sixes.",analysis,,
"he hit 3 fours in 3 balls and in next 9 balls he scored only 2 runs. his strike rotation is poor, odis require continuous strike exchange. kohlis blueprint is like this and he is the greatest white ball batsman of all time",analysis,,
"
Lol that's just not how it works

Just because we won, doesn't make his innings good.

There are a lot of better players available in odi setup. He's got to improve his spin play otherwise he won't get in odi setup. Team can't carry a handicap player who can't play spin. In world cups opponents can easily take advantage of his weakness",analysis,,
None of the selection is based on Vijay Hazare. And so called destroyers of Superstar culture wants Virat Rohit KL Shreyas etc to play in Vijay Hazare and prove their worth.,analysis,,
"
I don't understand why YBJ was picked as a replacement for Kohli in AFG ODIs. I mean nothing against YBJ but Rutu was a clear choice for that position having scored century the last game. Scored a ton today also.",analysis,,
"
He should have been in main team after that 100 against SA but so fucking idiot selectors that they didn't pick him even in India A squad just because he had a bad IPL. Century in internationals means nothing to them. He's there only because Riyan Parag got injured. 🤷‍♂️🤦🏻‍♂️",analysis,,
"I used to think PSL have some insane talent,when they used to score 230+ every game,I never imagined that pitch can change the dynamics totally. Now,when we are doing same thing repeatitvely,I feel we will also be exposed at icc tournaments or in long run it's not better for bowlers in india",analysis,,
"
Arya was the most impressive honestly, he was looking good could be a future player for odi in the top 3 especially when all our current top 4 are right handers , and he also did well in the previous list a matches",analysis,,
"
He did well in Vijay Hazare but he ends up playing fast but small knocks . He should focus more on hitting 100s and daddy hundreds . The intent shit is not for Test and Odi . You need good and big knocks to win against big teams.",analysis,,
"
The thing they just take players according to ipl but whenever they announced a team they always brag about domestic,even for already well proven players like VK,Rohit,shreyas,jaddu,shami . when shreyas came out of injury, he was asked to play domestic before getting into National. But how Harshit came into team without playing any matches for domestic team. Did he have any remarkable achievement that makes him exceptional every legends of the current Indian team.Even T20wc players from Ipl like Abishek sharma didn't perform when pitch is got something for bowlers.same goes for players like prasidh,nkr in tests and ODI's. Just say that we only choose players according to their current ipl form or don't brag about domestic",hot_take,,
"
this is gonna happen when you select odi team based on ipl. padikkal with average of over 80 in list A cricket is not playing this match and instead was warming the bench in that useless test match against afg.",analysis,,
"
When vaibhav name was making waves, Ashwin gave a mature answer, he is playing well, we shouldn't come to early conclusions, SENA pitches will test different.",analysis,,
"Usually i find Vaughn annoying but here I agree. The way to make ipl interesting again - no impact player, make boundaries bigger by 5-7 meters, don't make pitches that offer absolutely nothing for bowlers",analysis,,
"
And it's considered that way because of the impact player rule and batting friendly pitches. Back then a century felt impressive but these days every other match there's a century and a 30 ball 70 would be one in a three weeks kind of knock but again it has become way too common.",analysis,,
"
What opinion. Blud stated the obvious. BCCI won't see it that way though 

They have defended impact player in recent statements. Teams want BCCI to do more to generate revenue. Goenka said 18 games was promised to them. 

With betting app ban and viewership plateauing, BCCI won't risk removing impact player. ",analysis,,
"
3 suggestions :

Every pitch should have their speciality... Like some slower sluggish, some pitches being rank turner, some swing paradise, some with wobbly bounce, some have uneven bounce aka two paced and some bouncy like perth or south africa...

No impact player -> hampers all rounder and top order part timers a lot. (Need suresh raina , yuvi nad Sachin paajis more)

Powerplay divide -> 3 over batting powerplay (2 fielders outside - first 3) and 3 over bowling powerplay (6 fielders outside max - decided by fielding team after first 3 over, if time is delayed one fielder reduction to max limit)

Personally like 150-160 games, both parties are involved. Where 180 is hard to achieve and 200 is rare",analysis,,
That impact shit hampering all rounders is real. Name a good allrounder in IPL after the introduction of impact rule. So many debutants but not a good all rounder. We can also groom Abhishek's offspin like sachin sir's. Some will say its test but probably even Shahidi didnt even knew before this test match that he had this much potential in bowling. This is his first time bowling as a proper all rounder,analysis,,
Impact player is one issue that unites all cricket lovers. Everyone agreed it was shit when they introduced it. They agree it is shit now that is in force. And they will agree that it was shit when they finally get rid of it (hopefully soon).,analysis,,
"
I loved the 10th point. Cause he is Bumrah🔥",reaction,,
Thank you for keeping me in squad.💛💛,reaction,,
why this backlash towards half time show of final? it was literally awesome!!,reaction,,
Rcbasylum is absolute disgrace of a humanity. RCB sub is atleast civil.,hot_take,,
Love his comedy. Wish we see more of them,reaction,,
"Love that guy, a big positive for RCB compared to some of their fanbase",reaction,,
We have seen it before and it always works 🔥,reaction,,
"
OMG 😱",reaction,,
Broooooo😭😭crazzyyy writing,reaction,,
"This is exactly how I feel. You made me cry.


",reaction,,
"
We will miss him when he retires",reaction,,
"
everyone eyes on him.... truely inspring, more consistent!! King of Cricket #virat kohli",reaction,,
"Calm under pressure , clutch finish, and classic game-winning moment.Kohli knew the celebration was coming before the shot.


",reaction,,
"
IPL hastened it, but Kohli truly led the WWE-Ification of cricket.",hot_take,,
Virat is an addiction,reaction,,
Useless piece of aggression hate him,hot_take,,
"
rcb vs kkr is the oldest rivalry",reaction,,
"
Horrible Bosses",reaction,,
LETS GO RCB WON THE FINALS,reaction,,
such a close match!,reaction,,
Wow such an intense match,reaction,,
These new jerseys look fire,reaction,,
the matches are so cool,reaction,,
wow this looks amazing,reaction,,
virat kohli played like a masterclass,reaction,,
the finals was so worth it to watch,reaction,,
I agree RCB is simply the better team,hot_take,,
Cant believe GT chose to bowl!,reaction,,
